model_id,file_id,frame_id,bald,entropy,dice
1,4782,113607,4548.252,42991.227,0.9866433754626033
1,4782,113608,3158.6492,43396.598,0.983054669427863
1,4782,113609,5340.6943,44761.68,0.9791005451366002
1,4782,113610,4489.0024,42908.52,0.9786147954062291
1,4782,113611,3235.0674,42404.117,0.9828821418136064
1,4782,113612,3556.2178,39359.516,0.9822973765999847
1,4782,113613,4873.2847,46112.473,0.9783547838749482
1,4782,113614,7261.7646,50544.69,0.9772860340084816
1,4782,113615,3454.2788,40766.086,0.9743280469835459
1,4782,113616,7045.427,45663.03,0.9762878879658777
1,4782,113617,3075.4558,41111.383,0.9714636950113791
1,4782,113618,4483.931,45735.82,0.969119504300096
1,4782,113619,2974.459,46394.227,0.9739471937963005
1,4782,113620,4938.7646,42022.387,0.9732649951299417
1,4782,113621,3998.418,45292.18,0.9730039389497778
1,4782,113622,6210.1426,49381.06,0.9696680760045945
1,4782,113623,4500.219,48843.664,0.9706196053656084
1,4782,113624,4567.6753,48008.344,0.9752142104029585
1,4782,113625,5881.803,49508.03,0.9753818227204711
1,6420,156773,11743.028,111454.164,0.9705412887183245
1,6420,156774,15834.892,103045.766,0.9678779713541514
1,6420,156775,12833.015,99496.42,0.9631339094210601
1,6420,156776,8236.04,110899.52,0.9525724117815437
1,6420,156777,13200.825,101748.2,0.9586388470439087
1,6420,156778,9939.683,97601.61,0.9622998445570909
1,6420,156779,13377.861,104691.27,0.9596397245415335
1,6420,156780,8545.935,101252.05,0.9549307399786425
1,6420,156781,7889.7607,95330.96,0.9539853906601645
1,6420,156782,11671.967,106208.36,0.9561377093699138
1,6420,156783,12701.964,92921.63,0.9608812439558088
1,6420,156784,10423.363,101500.19,0.9541098726826054
1,6420,156785,12641.67,107386.266,0.9645543185567234
1,6420,156786,14122.646,110956.695,0.9694432019963436
1,6420,156787,12785.19,104922.94,0.9722426762645597
1,6420,156788,13151.55,117836.4,0.9504474358000525
1,6420,156789,13783.227,109397.33,0.9573141181346929
1,6420,156790,11914.109,118154.414,0.9478031423914108
1,6420,156791,16208.735,113012.55,0.9564016246075357
1,6420,156792,10490.517,111983.65,0.9505705854501976
1,6420,156793,11289.25,118074.39,0.9491414131979862
1,6420,156794,13712.816,119954.766,0.9486835935881108
1,6420,156795,13326.589,112826.305,0.9497636394734914
1,6420,156796,11645.487,111871.68,0.9493871077740212
1,6420,156797,11703.15,113354.516,0.9517608276213974
1,6420,156798,17592.332,115518.875,0.9609203808175721
1,6420,156799,14085.944,110163.875,0.9715601617542434
1,6420,156800,9968.933,104367.99,0.9669006762046177
1,6420,156801,10748.707,101114.625,0.972419611999077
1,6420,156802,9970.364,88715.29,0.9743225273418881
1,6420,156803,9540.198,83445.18,0.9730346251664197
1,6420,156804,11665.562,104226.17,0.9590529768815731
1,6420,156805,11074.625,90181.37,0.9694481850584044
1,6420,156806,9500.131,87762.53,0.9642157210377278
1,6420,156807,13920.464,88752,0.9677321252852238
1,6420,156808,10134.437,90093.3,0.9659153417216839
1,6420,156809,10285.274,89145.055,0.9592669632490936
1,6420,156810,13239.345,103285.84,0.9618304430656643
1,6420,156811,13156.429,100424.93,0.9622817797202123
1,6420,156812,7430.85,103550.75,0.9523206973331102
1,6420,156813,10492.143,105818.67,0.96579010676345
1,6420,156814,16702.975,122704.25,0.96852048384925
1,6420,156815,14907.533,108647.78,0.9705788323939757
1,6420,156816,10392.237,110909.81,0.9668975488018173
1,6420,156817,10969.514,102382.625,0.967587224502547
1,6420,156818,9282.337,95121.43,0.9674354701850438
1,6420,156819,10466.698,96184.97,0.9672383494799255
1,6420,156820,8410.957,94254.86,0.9639598789569738
1,6420,156821,7587.2075,92934.78,0.9646413603102706
1,6835,176956,2686.2852,29560.475,0.9893065875787218
1,6835,176957,2848.8843,30764.227,0.9866477520499147
1,6835,176958,1703.8359,23203.348,0.9914939077541498
1,6835,176959,673.1328,18265.834,0.995944736920269
1,6835,176960,504.5709,16735.678,0.9960713520488446
1,6835,176961,942.83234,19416.43,0.9954019876638498
1,6835,176962,595.7267,16611.768,0.9957335261835951
1,6835,176963,585.0963,16438.092,0.9960416859033538
1,6835,176964,527.93536,16344.633,0.9960137837805305
1,6835,176965,690.79144,18132.926,0.9965341250910313
1,6835,176966,2070.302,25370.873,0.9927476132149053
1,6835,176967,705.2426,23663.207,0.9937384396311368
1,6835,176968,1019.5482,25159.162,0.9927663255055366
1,6835,176969,858.35266,21897.682,0.994636061717497
1,6835,176970,1198.1304,24797.639,0.9943943801066202
1,6835,176971,904.5735,25485.959,0.9938223353697735
1,6835,176972,883.7757,23503.23,0.9936501432828261
1,6835,176973,820.736,23329.834,0.9940766415560561
1,6835,176974,815.62305,23711.557,0.9936108194133445
1,6835,176975,1051.9784,21394.783,0.994427386219976
1,6835,176976,641.3664,20024.814,0.99547535020799
1,6835,176977,638.0265,20069.025,0.9958108293082732
1,6835,176978,600.0146,17137.71,0.9958305222845062
1,6835,176979,738.8056,19135.086,0.9961110448720104
1,6835,176980,644.8316,21901.357,0.9959530192021211
1,6835,176981,424.91855,18381.27,0.9966550819162152
1,6835,176982,444.3013,17169.875,0.9967907899795388
1,6835,176983,369.1368,16642.59,0.9965130690268232
1,6835,176984,2051.724,26516.887,0.9946102336235287
1,6835,176985,995.178,27533.637,0.9935713542059612
1,6835,176986,1232.2639,25347.662,0.993391615219298
1,6835,176987,1727.6199,25988.365,0.9936492721126845
1,6835,176988,2362.568,28115.256,0.9936301590416995
1,6835,176989,1691.432,32529.576,0.9935523385943148
1,6835,176990,2429.7034,25929.412,0.9943557945814943
1,6835,176991,1080.0941,24341.133,0.9939841661382961
1,6835,176992,1683.4119,25808.32,0.9922391034933105
1,6835,176993,1507.7526,26981.262,0.9917754775024328
1,6835,176994,1183.8735,21653.434,0.9944407452808792
1,6835,176995,586.74805,20072.037,0.9957683033648037
1,6835,176996,714.54346,18597.156,0.9952673610979529
1,6835,176997,712.8396,20079.605,0.9945123046724393
1,6835,176998,671.45593,23922.057,0.9945062045670554
1,6835,176999,400.1093,17600.678,0.9957570338533066
1,6835,177000,557.57184,16844.527,0.9961456838479816
1,6835,177001,1174.3678,17852.955,0.9961908265639186
1,6835,177002,1496.3086,28780.893,0.9886816477216251
1,6835,177003,1792.8472,29648.135,0.9877114270487066
1,6835,177004,2697.6516,30796.018,0.9871298982942576
1,7006,185259,7101.2925,76796.88,0.9577171754073817
1,7006,185260,6255.9043,80867.56,0.9605689432042519
1,7006,185261,4828.132,67116.586,0.9672393990336227
1,7006,185262,3028.0999,53720.06,0.9804403240530416
1,7006,185263,3449.001,53640.83,0.990762212626224
1,7006,185264,3552.0776,53950.48,0.9900734714136253
1,7006,185265,2602.4836,44643.18,0.9915920512149943
1,7006,185266,3081.269,46545.13,0.9905484193556975
1,7006,185267,1944.4235,39040.848,0.9909952973409566
1,7006,185268,1477.0234,33224.887,0.9926039177839023
1,7006,185269,1686.5145,39162.402,0.9921144363158091
1,7006,185270,1761.5256,34776.18,0.9925134410042367
1,7006,185271,1307.7148,30862.436,0.9937887451181113
1,7006,185272,3038.7078,39907.605,0.991527922097787
1,7006,185273,1320.602,33930.08,0.9917250867793977
1,7006,185274,1426.8159,30119.213,0.9936617655753529
1,7006,185275,1910.119,34304.52,0.9927731169430656
1,7006,185276,1386.254,31653.598,0.9928413863004295
1,7006,185277,1344.55,30148.924,0.9936084686229225
1,7006,185278,1971.275,37961.715,0.9913382759006022
1,7006,185279,1479.6154,31227.719,0.9934293975264201
1,7006,185280,1214.2218,30102.535,0.9950632849574941
1,7006,185281,2446.353,34883.152,0.9946090703613433
1,7006,185282,1241.5317,29682.361,0.9943883068740842
1,7006,185283,1436.9318,31531.477,0.9944111537408696
1,7006,185284,2003.224,35304.902,0.9946243740888745
1,7006,185285,1275.6211,29255.143,0.9949374936694069
1,7006,185286,1103.6956,27230.389,0.9952935987940766
1,7006,185287,1763.6915,29517.855,0.9952967179462451
1,7006,185288,1212.7632,28922.504,0.9949027528313433
1,7006,185289,2203.9858,32617.52,0.9865859174855356
1,7006,185290,4146.243,42859.06,0.9753506121340418
1,7006,185291,3720.8557,43038.242,0.9633067213965089
1,7006,185292,3155.4963,50049.496,0.9597319382403375
1,7006,185293,3862.2014,55579.152,0.9605298356870168
1,7006,185294,3426.0784,54022.77,0.9594968915708156
1,7006,185295,3979.295,66185.26,0.9606099229759898
1,7006,185296,4866.2246,65667.1,0.9574220203956639
1,7006,185297,3710.9817,69989.68,0.964821869432968
1,7006,185298,5726.1123,63340.492,0.9603211273765216
1,7006,185299,3527.3796,61774.383,0.9751703442235973
1,7006,185300,3550.3623,59739.37,0.9869665885489954
1,7006,185301,2001.7416,51130.535,0.9905038958762763
1,7006,185302,2567.146,53834.38,0.9910372253510765
1,7006,185303,1354.4226,46353.465,0.9925297846935475
1,7006,185304,1777.46,45641.312,0.9926224978344386
1,7006,185305,2598.5098,45852.633,0.9942236668516536
1,7006,185306,1290.7859,41578.445,0.9926091489576663
1,7006,185307,1111.2893,41369.004,0.9920810989159061
1,7179,193440,2580.9492,36718.39,0.9864773023684283
1,7179,193441,1995.3472,33711.67,0.9863238858081379
1,7179,193442,3198.4731,38215.945,0.9872634881225831
1,7179,193443,2855.7356,37241.44,0.9880916247263909
1,7179,193444,2336.6897,37245.715,0.9874600763544703
1,7179,193445,1768.9641,34250.8,0.9865120681323566
1,7179,193446,1887.1244,33510.54,0.9874258117439801
1,7179,193447,2833.5496,33225.58,0.9880483360840712
1,7179,193448,1984.8743,30336.525,0.9872612785008525
1,7179,193449,1502.8828,30082.154,0.9927247274693907
1,7179,193450,1258.9633,26450.613,0.9918000682677046
1,7179,193451,2152.7488,31077.018,0.9918846040634317
1,7179,193452,1139.7385,28844.203,0.9914035561938258
1,7179,193453,1814.3734,30057.553,0.9911148384349824
1,7179,193454,1838.3892,31997.18,0.9896270023516809
1,7179,193455,1419.4374,28870.473,0.9903046969171605
1,7179,193456,2200.4697,32878.953,0.9900986807048775
1,7179,193457,1241.2648,27898.773,0.9903021762619321
1,7179,193458,1897.6738,30072.416,0.9895937629064574
1,7179,193459,2161.807,33809.92,0.9863073008173309
1,7179,193460,1969.287,30865.34,0.9876272081949664
1,7179,193461,2558.33,32494.232,0.9876150868991664
1,7179,193462,1518.7408,31254.738,0.9873668072420159
1,7179,193463,2566.0786,33413.08,0.987117087738628
1,7179,193464,2983.25,36885.918,0.9870726626890095
1,7179,193465,1819.2195,31013.633,0.9883832102023355
1,7179,193466,2499.3462,31302.646,0.9885207013321423
1,7179,193467,2102.4087,32302.867,0.9877367223817328
1,7179,193468,2792.679,35977.824,0.9861848049510533
1,7179,193469,1828.1718,27771.188,0.9900508831526038
1,7179,193470,1216.7769,27579.63,0.9917447767753316
1,7179,193471,1070.7955,25714.42,0.9927190193129182
1,7179,193472,2595.778,29319.982,0.9911969891956807
1,7179,193473,2474.607,31946.152,0.9921683762964031
1,7179,193474,1996.7587,27098.365,0.990895354793871
1,7179,193475,1752.5547,30788.533,0.9908304869216142
1,7179,193476,1479.2734,28060.83,0.9910340027081967
1,7179,193477,2515.8179,29899.254,0.9912382916932455
1,7179,193478,1531.4574,29879.979,0.9874347237119042
1,7179,193479,1588.9658,29135.646,0.9881731267066468
1,7179,193480,2135.992,30950.225,0.9879150345332546
1,7179,193481,1448.775,27144.473,0.9894413230669977
1,7179,193482,1725.0719,31049.135,0.9885728752842229
1,7179,193483,1372.5026,27460.334,0.9880603579050959
1,7179,193484,2704.052,32057.629,0.9880833043341684
1,7179,193485,1440.6547,28443.13,0.9885017778586164
1,7179,193486,1559.1335,32341.184,0.987554556151178
1,7179,193487,2672.2944,30734.49,0.9872790236756054
1,7179,193488,2052.9185,30292.18,0.987496206235963
1,7193,194097,8126.427,69019.94,0.9632394150079863
1,7193,194098,9530.446,68391.016,0.9692340503847866
1,7193,194099,6943.7334,57904.11,0.9799079467265317
1,7193,194100,8250.393,58013.445,0.9789729638171148
1,7193,194101,7548.6807,59971.344,0.9849219292744359
1,7193,194102,3886.4058,49116.035,0.989428895021541
1,7193,194103,3860.232,47148.2,0.9878259792357094
1,7193,194104,2143.8801,39661.715,0.990927673683254
1,7193,194105,3953.0522,47572.746,0.984306328900321
1,7193,194106,4517.6655,51934.875,0.9870720188744339
1,7193,194107,7357.98,61613.047,0.9827327082787116
1,7193,194108,6612.3813,61082.812,0.9830276712900546
1,7193,194109,5095.6484,60829.438,0.9802489558708426
1,7193,194110,7643.777,71989.89,0.9717630245470874
1,7193,194111,8094.199,67043.414,0.9834702391489396
1,7193,194112,8150.161,67917.734,0.9753998848422424
1,7193,194113,10233.791,75211.09,0.9807504993451841
1,7193,194114,12133.731,76661.45,0.9752486698697658
1,7193,194115,11137.769,75309.305,0.9730374606514688
1,7193,194116,5909.1533,57468.832,0.9882965573446671
1,7193,194117,6133.0264,50980.633,0.9879588309280593
1,7193,194118,6682.354,55636.93,0.9845859516862842
1,7193,194119,5133.379,50350.85,0.9884173137354357
1,7193,194120,4603.7666,52023.04,0.9890027044316763
1,7193,194121,3375.7627,46566.13,0.987100464029301
1,7193,194122,3183.6045,50101.15,0.9912793291447798
1,7193,194123,3279.3494,43757.35,0.9941426333024452
1,7193,194124,5013.706,50954.46,0.991918672430839
1,7193,194125,2979.0537,52192.562,0.9918963314442776
1,7193,194126,2864.4565,47507.69,0.9920316173635861
1,7193,194127,5424.815,55540.64,0.9901628911758849
1,7193,194128,4441.7207,52168.58,0.9898200882843151
1,7193,194129,5556.1626,56682.258,0.9897055926172915
1,7193,194130,5415.5884,61800.58,0.9841446959725709
1,7193,194131,4762.7544,55737.074,0.9874032302213871
1,7193,194132,4761.9478,55721.03,0.9859279214500751
1,7193,194133,6639.4526,62308.754,0.9850732748686429
1,7193,194134,10018.949,63487.195,0.986354668417969
1,7193,194135,7944.487,62034.49,0.9794412937367202
1,7193,194136,7079.676,60093.215,0.9857939195015146
1,7193,194137,8430.273,58338.93,0.9880168970430225
1,7193,194138,8671.138,67169.98,0.9813885375531024
1,7193,194139,6534.078,54292.426,0.9810589470905239
1,7193,194140,5969.194,54016.227,0.9859508735191067
1,7193,194141,7103.3975,56364.79,0.9845109449566386
1,7193,194142,6139.9526,52369.08,0.9868285905219303
1,7193,194143,8263.002,59489.625,0.982712163662887
1,7193,194144,6207.0444,48052.414,0.9875058656911344
1,7193,194145,5626.478,47586.895,0.9871314910211471
1,7353,201731,2838.8994,36790.2,0.9912798457007039
1,7353,201732,2247.2878,33425.387,0.9931317553370413
1,7353,201733,2079.3242,29224.969,0.9945956783811586
1,7353,201734,994.5254,29593.705,0.9952965178720853
1,7353,201735,1243.2167,30813.836,0.9945267347133941
1,7353,201736,2060.7742,33756.41,0.9951541590085689
1,7353,201737,1203.7957,29984.035,0.9946768075540879
1,7353,201738,2406.5923,39052.957,0.9943732834896845
1,7353,201739,2224.7642,38916.68,0.9923836135903695
1,7353,201740,1359.9312,35154.293,0.9936640883524666
1,7353,201741,1693.4023,35760.617,0.9934887791519409
1,7353,201742,2144.7556,42276.383,0.9921857997310175
1,7353,201743,3433.1914,49397.074,0.9917687744814363
1,7353,201744,1978.4225,42388.824,0.9924828129032801
1,7353,201745,4759.361,47099.207,0.9932287974825442
1,7353,201746,2485.3872,48666.184,0.9928652267336394
1,7353,201747,2627.4316,42258.28,0.9928859039421092
1,7353,201748,1950.95,36905.363,0.9937035069843879
1,7353,201749,1346.4398,34628.45,0.9948739179749424
1,7353,201750,3321.1611,37196.895,0.9943320652054372
1,7353,201751,2523.066,43976.695,0.9899475003710085
1,7353,201752,3104.3906,52574.42,0.983372066776139
1,7353,201753,3515.0085,48797.266,0.9859391606677189
1,7353,201754,2177.0012,48539.176,0.9862643396477888
1,7353,201755,2956.5444,42180.88,0.9837438251171082
1,7353,201756,3022.1956,50324.125,0.9841166110003664
1,7353,201757,2989.5308,50760.043,0.9824582466007215
1,7353,201758,3147.753,49635.574,0.9849461862041791
1,7353,201759,3338.3408,50292.016,0.9867599236969116
1,7353,201760,5265.3193,51510.05,0.9819764043865935
1,7353,201761,2334.0051,46474.61,0.9886803513794157
1,7353,201762,3337.9014,37206.375,0.9927462996439117
1,7353,201763,1499.4703,32465.342,0.9931409451783246
1,7353,201764,2792.8872,35971.117,0.9938611071259981
1,7353,201765,1674.3234,31931.168,0.9946755143483584
1,7353,201766,1603.7777,32423.451,0.9936301618253653
1,7353,201767,1487.0973,30151.096,0.9944509539992884
1,7353,201768,1736.0653,32493.125,0.9946299188998977
1,7353,201769,1985.743,27660.21,0.9948849794439364
1,7353,201770,973.56616,27456,0.9937742636276631
1,7353,201771,1260.6488,34584.98,0.9877217921084841
1,7353,201772,2291.1318,44574.152,0.9774880045996241
1,7353,201773,3926.9495,54031.64,0.9747292819702171
1,7353,201774,2137.7673,44444.367,0.9760762752477006
1,7353,201775,3317.4128,52891.883,0.9751286926628673
1,7353,201776,2112.27,48714.824,0.9751996467859549
1,7353,201777,3380.4167,53596.22,0.9781231729669437
1,7353,201778,3479.1423,60932.31,0.9782671836152492
1,7353,201779,4058.3408,62196.363,0.9786900998539515
1,7357,201927,6635.7056,68949.56,0.9740616974359337
1,7357,201928,6109.9136,65518.133,0.9828378312152901
1,7357,201929,2646.665,57240.105,0.9808148833257849
1,7357,201930,6125.8647,64100.344,0.981516472730769
1,7357,201931,3976.39,62266.996,0.9864938716265306
1,7357,201932,5139.6025,62522.01,0.9859380421718857
1,7357,201933,3993.7156,56986.773,0.9857777813402926
1,7357,201934,5216.3354,63925.438,0.9808009717347151
1,7357,201935,4657.4824,60715.684,0.9876416220612774
1,7357,201936,4180.5127,61882.13,0.9827852225079465
1,7357,201937,5606.6475,66837.67,0.9809297998027267
1,7357,201938,6346.8467,68592.125,0.9732999246900277
1,7357,201939,6625.8066,71842.45,0.981258349997377
1,7357,201940,6713.9673,73886.38,0.9701814625875396
1,7357,201941,4889.797,73977.51,0.9711481295555745
1,7357,201942,5577.987,74361.62,0.9801335606176506
1,7357,201943,6036.99,73931.5,0.9724129533520921
1,7357,201944,5546.9883,67968.445,0.9788200017088665
1,7357,201945,7348.484,79257.64,0.9792485405013946
1,7357,201946,8028.8467,69900.66,0.9843102952904407
1,7357,201947,6433.831,72985.11,0.9816733199080888
1,7357,201948,7139.2476,65657.45,0.9868349920110393
1,7357,201949,10130.359,70818.06,0.9861011844045569
1,7357,201950,6476.4478,67970.03,0.9879291092688733
1,7357,201951,7696.8003,71873.86,0.9777971899660378
1,7357,201952,10420.102,78224.55,0.9687304934008831
1,7357,201953,5465.9478,71971.445,0.9705676882942732
1,7357,201954,5104.1885,67880.39,0.9727013683025296
1,7357,201955,5606.585,68171.66,0.974667035783869
1,7357,201956,9323.604,72250.42,0.9699585093432821
1,7357,201957,5563.932,72515.81,0.9722222710112801
1,7357,201958,8925.94,78172.99,0.9663275631185664
1,7357,201959,8031.1,77850.47,0.9676465471825383
1,7357,201960,8112.751,79099.58,0.9705829292788578
1,7357,201961,6367.803,84304.195,0.9678259149347793
1,7357,201962,5262.82,83578.18,0.9616017902132803
1,7357,201963,5862.534,73341.84,0.963041506505246
1,7357,201964,7837.106,81394.23,0.9700790324616145
1,7357,201965,9054.897,79251.99,0.9670086920623224
1,7357,201966,5811.49,66058.31,0.9786044625246023
1,7357,201967,6961.091,68725.98,0.9718994851860645
1,7357,201968,5583.946,65586.016,0.9794364028458517
1,7357,201969,3759.5264,58625.188,0.9796759988028864
1,7357,201970,3347.124,50944.79,0.9831234014423498
1,7357,201971,4860.5864,49247.03,0.9915442963263855
1,7357,201972,5302.0474,50957.1,0.994206849321702
1,7357,201973,5726.2,49371.355,0.9921830687359805
1,7357,201974,3970.2717,49009.5,0.9929983323293347
1,7357,201975,3898.4998,48838.94,0.9936890702397851
1,7364,202237,4888.9844,82723.875,0.9753232531462661
1,7364,202238,4391.2256,77521.78,0.9779407315262378
1,7364,202239,3167.578,86706.836,0.9699585766362296
1,7364,202240,6690.426,93284.55,0.965166687293976
1,7364,202241,6508.026,89745.36,0.9732007513192157
1,7364,202242,5532.22,86362.89,0.980188318996258
1,7364,202243,7297.9985,90897.64,0.9779835066915323
1,7364,202244,3781.5237,87189.914,0.9670567174381455
1,7364,202245,4531.581,96427.42,0.9640873427209504
1,7364,202246,6488.101,95089.875,0.9696317768150308
1,7364,202247,5226.5454,99204.03,0.9644125351363761
1,7364,202248,7226.369,96005.79,0.9732260383988832
1,7364,202249,5195.4224,85537.84,0.9735885324388635
1,7364,202250,6818.1846,95846.77,0.9699629839025281
1,7364,202251,4496.554,87272.78,0.9694929741877689
1,7364,202252,6280.8594,93850.52,0.9704638587596824
1,7364,202253,5134.201,80330.86,0.9787166691029832
1,7364,202254,4806.592,81072.01,0.9814153859201465
1,7364,202255,4155.1323,90285.61,0.9755703544551155
1,7364,202256,4099.907,93566.94,0.969523362915601
1,7364,202257,4606.4805,86154.16,0.9771587875626416
1,7364,202258,4558.051,82900.3,0.974942970728501
1,7364,202259,5349.7817,77035.42,0.9839716343802267
1,7364,202260,4621.7695,87454.65,0.9765130489830581
1,7364,202261,5528.5146,100180.914,0.9677947850625699
1,7364,202262,4581.7017,87680.664,0.974078918869205
1,7364,202263,5002.403,91147.86,0.9715544589715518
1,7364,202264,3929.481,82559.72,0.9765130295825094
1,7364,202265,5121.2007,80374.37,0.9783196013735507
1,7364,202266,5507.9487,90335.805,0.9757534830404438
1,7364,202267,4103.6685,82508.12,0.9717427533138006
1,7364,202268,5296.8613,85402.17,0.9740813893096585
1,7364,202269,4748.186,75142.945,0.9787944805677036
1,7364,202270,6136.309,75710.56,0.9808413782709244
1,7364,202271,6295.486,86777.82,0.9753104150346638
1,7364,202272,5950.527,89872.86,0.9682841882432355
1,7364,202273,5383.847,80118.33,0.979525984313177
1,7364,202274,4123.495,78472.266,0.9801924172515696
1,7364,202275,5120.7275,76914.516,0.9844971339660464
1,7364,202276,4108.5776,80403.57,0.9786956326332227
1,7364,202277,4632.6196,84790.58,0.9691434230473723
1,7364,202278,5656.6655,81192.33,0.9762749842135171
1,7364,202279,3732.156,79713.42,0.9758856470191953
1,7364,202280,4919.4204,75326.9,0.9792524219286214
1,7364,202281,4475.474,73102.484,0.9785506180288865
1,7364,202282,3594.374,80762.23,0.975695181668301
1,7364,202283,4434.3984,78027.555,0.9752340222815866
1,7364,202284,6034.9155,83873.92,0.973948636206567
